Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000089755	0610012D04Rik	17
ENSMUSG00000036918	Ttc7	17
ENSMUSG00000113456	Gm30738	12
ENSMUSG00000113588	AC133079.1	12
ENSMUSG00000035653	Lrfn5	12
ENSMUSG00000045350	Fam186a	15
ENSMUSG00000095074	Gm3139	5
ENSMUSG00000002055	Spag5	11
ENSMUSG00000074881	Mageb3	2
ENSMUSG00000081756	Gm12291	11
ENSMUSG00000033411	Ctdspl2	2
ENSMUSG00000102761	Gm37184	1
ENSMUSG00000020027	Socs2	10
ENSMUSG00000095503	Gm3147	5
ENSMUSG00000102163	Gm36945	1
ENSMUSG00000085584	Rtl9	X
ENSMUSG00000105987	AI506816	5
ENSMUSG00000020790	Ankfy1	11
ENSMUSG00000102897	Gm37853	1
ENSMUSG00000061947	Serpina10	12
ENSMUSG00000100180	Gm28140	1
ENSMUSG00000103383	Gm37754	1
ENSMUSG00000083089	Gm4760	X
ENSMUSG00000101014	Gm28289	10
ENSMUSG00000095589	Ighv1-55	12
ENSMUSG00000015501	Hivep2	10
ENSMUSG00000083549	Gm11227	4
ENSMUSG00000096111	Gm21917	15
ENSMUSG00000084937	Gm11228	4
ENSMUSG00000079577	Gm14692	X
ENSMUSG00000022312	Eif3h	15
ENSMUSG00000025333	Gpr143	X
ENSMUSG00000021671	Poc5	13
ENSMUSG00000075151	Olfr1136	2
ENSMUSG00000027552	E2f5	3
ENSMUSG00000031283	Chrdl1	X
ENSMUSG00000103320	Gm37403	1
ENSMUSG00000029095	Ablim2	5
ENSMUSG00000057457	Phex	X
ENSMUSG00000086490	Gm12292	11
ENSMUSG00000103659	Gm32569	1
ENSMUSG00000098013	Gm9135	7
ENSMUSG00000054827	Cyp2c50	19
ENSMUSG00000075150	Olfr1137	2
ENSMUSG00000056716	Gm5420	10
ENSMUSG00000104117	Gm20743	1
ENSMUSG00000111662	Gm7435	9
ENSMUSG00000048938	Nr1h5	3
ENSMUSG00000081191	Gm11271	13
ENSMUSG00000026573	Xcl1	1
ENSMUSG00000039004	Bmp6	13
ENSMUSG00000101824	Gm28256	7
ENSMUSG00000083774	Gm7180	7
ENSMUSG00000029314	Gpat3	5
ENSMUSG00000049618	Olfr103	17
ENSMUSG00000020273	Papolg	11
ENSMUSG00000022548	Apod	16
ENSMUSG00000082827	Gm5397	X
ENSMUSG00000103737	Gm7142	12
ENSMUSG00000026368	F13b	1
ENSMUSG00000101504	Gm28257	7
ENSMUSG00000094862	Ighv1-56	12
ENSMUSG00000026574	Dpt	1
ENSMUSG00000110765	AC156633.1	9
ENSMUSG00000085232	Gm11962	11
ENSMUSG00000054457	9430021M05Rik	2
ENSMUSG00000032548	Slco2a1	9
ENSMUSG00000103439	Gm7019	12
ENSMUSG00000090331	Gm17199	7
ENSMUSG00000042631	Xkr7	2
ENSMUSG00000050702	4930563M21Rik	9
ENSMUSG00000050855	Zfp940	7
ENSMUSG00000087536	Gm14246	2
ENSMUSG00000048728	Zfp454	11
ENSMUSG00000082017	Gm11229	4
ENSMUSG00000112329	AC109214.2	10
ENSMUSG00000083914	Rps18-ps1	4
ENSMUSG00000050856	Atp5k	5
ENSMUSG00000108141	Gm44079	6
ENSMUSG00000028542	Slc6a9	4
ENSMUSG00000102205	9430092D12Rik	16
ENSMUSG00000032607	Amt	9
ENSMUSG00000000440	Pparg	6
ENSMUSG00000031148	Gpkow	X
ENSMUSG00000103805	Gm37063	16
ENSMUSG00000102392	Gm37577	Y
ENSMUSG00000108091	Gm44221	6
ENSMUSG00000097809	Gm26554	7
ENSMUSG00000099729	Scgb2b11	7
ENSMUSG00000099749	Gm29323	10
ENSMUSG00000083566	Gm14711	X
ENSMUSG00000091378	Gm4219	19
ENSMUSG00000082708	Gm15172	X
ENSMUSG00000086104	Gm14707	X
ENSMUSG00000095858	Olfr104-ps	17
ENSMUSG00000037028	Gm12800	4
ENSMUSG00000029664	Tfpi2	6
ENSMUSG00000022217	Emc9	14
ENSMUSG00000086207	Gm14717	X
ENSMUSG00000085189	Gm11963	11
ENSMUSG00000020846	Rflnb	11
ENSMUSG00000053117	E330013P04Rik	19
ENSMUSG00000103106	Gm37047	1
ENSMUSG00000032807	Alox12b	11
ENSMUSG00000101638	Scgb1b11	7
ENSMUSG00000102381	Ighv8-7	12
ENSMUSG00000110180	Gm32567	8
ENSMUSG00000047117	Ankdd1b	13
ENSMUSG00000092542	Olfr757-ps1	17
ENSMUSG00000027474	Ccm2l	2
ENSMUSG00000110331	Nudc-ps1	8
ENSMUSG00000103168	Gm30948	12
ENSMUSG00000099120	Gm27193	2
ENSMUSG00000102295	Ighv1-57	12
ENSMUSG00000029111	Nelfa	5
ENSMUSG00000114245	AC130711.1	17
ENSMUSG00000071738	Cldn34b3	X
ENSMUSG00000031103	Elf4	X
ENSMUSG00000020484	Xbp1	11
ENSMUSG00000094424	Gm7386	X
ENSMUSG00000070890	Gm12794	4
ENSMUSG00000086324	Gm15564	16
ENSMUSG00000095597	Gm6472	X
ENSMUSG00000082432	Gm11231	4
ENSMUSG00000095293	Gm10058	X
ENSMUSG00000089831	Gm15508	1
ENSMUSG00000101450	Gm28941	1
ENSMUSG00000026384	Ptpn4	1
ENSMUSG00000106839	Gm43497	1
ENSMUSG00000083440	Rpl7a-ps12	X
ENSMUSG00000097107	Platr6	10
ENSMUSG00000081560	Gm9218	X
ENSMUSG00000095172	Gm20822	Y
ENSMUSG00000089730	1700007P06Rik	1
ENSMUSG00000049502	Dtx3l	16
ENSMUSG00000109409	Gm9343	7
ENSMUSG00000107163	Gm43496	1
ENSMUSG00000022014	Epsti1	14
ENSMUSG00000098232	Gm3671	9
ENSMUSG00000102754	Gm38183	Y
ENSMUSG00000026611	Spata17	1
ENSMUSG00000081065	Gm13576	2
ENSMUSG00000078626	Gm12790	4
ENSMUSG00000108958	Gm21032	7
ENSMUSG00000091903	Gm6460	5
ENSMUSG00000067262	Vmn1r239-ps	X
ENSMUSG00000109494	Gm21033	7
ENSMUSG00000029162	Khk	5
ENSMUSG00000082621	Rpl7a-ps13	X
ENSMUSG00000084104	Gm13578	2
ENSMUSG00000039934	Gsap	5
ENSMUSG00000025288	4933436I01Rik	X
ENSMUSG00000044006	Cilp2	8
ENSMUSG00000054452	Aes	10
ENSMUSG00000024392	Bag6	17
ENSMUSG00000021013	Ttc8	12
ENSMUSG00000092519	Actl9	17
ENSMUSG00000057367	Birc2	9
ENSMUSG00000106178	Gm42987	5
ENSMUSG00000070997	1700055D18Rik	4
ENSMUSG00000083709	Gm14688	X
ENSMUSG00000087611	4930458D05Rik	5
ENSMUSG00000021311	Mtr	13
ENSMUSG00000015127	Unkl	17
ENSMUSG00000022906	Parp9	16
ENSMUSG00000032179	Bmp5	9
ENSMUSG00000094195	Gm6509	5
ENSMUSG00000049657	Zbtb5	4
ENSMUSG00000104199	4930420N18Rik	1
ENSMUSG00000033392	Clasp2	9
ENSMUSG00000048416	Mlf1	3
ENSMUSG00000060424	Pantr1	1
ENSMUSG00000078942	Naip6	13
ENSMUSG00000021287	Xrcc3	12
ENSMUSG00000094884	Olfr105-ps	17
ENSMUSG00000097982	Scgb2b12	7
ENSMUSG00000098144	1700029N11Rik	13
ENSMUSG00000111119	Gm34005	9
ENSMUSG00000006715	Gmnn	13
ENSMUSG00000041885	Olfr680-ps1	7
ENSMUSG00000084769	Gm12061	11
ENSMUSG00000110957	Gm7439	9
ENSMUSG00000103354	Gm38083	9
ENSMUSG00000100811	Gm29083	1
ENSMUSG00000097836	Gm26903	9
ENSMUSG00000110817	AC079245.1	9
ENSMUSG00000090273	Prr22	17
ENSMUSG00000007908	Hmgcll1	9
ENSMUSG00000025969	Nrp2	1
ENSMUSG00000031682	1700011L22Rik	8
ENSMUSG00000098124	Gm27036	13
ENSMUSG00000038280	Ostm1	10
ENSMUSG00000098107	Gm27007	13
ENSMUSG00000082983	Gm12318	11
ENSMUSG00000046196	Ttc39d	17
ENSMUSG00000079435	Rpl36a	X
ENSMUSG00000081348	Gm13878	2
ENSMUSG00000110388	Gm30329	8
ENSMUSG00000114633	AC126408.1	13
ENSMUSG00000083629	Gm11262	4
ENSMUSG00000092396	Olfr758-ps1	17
ENSMUSG00000084306	Gm11743	2
ENSMUSG00000021494	Ddx41	13
ENSMUSG00000021973	Micu2	14
ENSMUSG00000055760	Gemin6	17
ENSMUSG00000110989	Gm7444	9
ENSMUSG00000043602	Zfp3	11
ENSMUSG00000027430	Dtd1	2
ENSMUSG00000101520	Scgb1b12	7
ENSMUSG00000083828	Gm15006	X
ENSMUSG00000109597	Gm45492	8
ENSMUSG00000095603	Olfr106-ps	17
ENSMUSG00000089947	Gm15509	1
ENSMUSG00000109666	Gm39154	8
ENSMUSG00000109061	Map2k7	8
ENSMUSG00000021288	Klc1	12
ENSMUSG00000081010	Gm13880	2
ENSMUSG00000035640	Cbarp	10
ENSMUSG00000075325	Gm13582	2
ENSMUSG00000109586	Gm6853	8
ENSMUSG00000089736	Tgfbr3l	8
ENSMUSG00000066141	Gm11232	4
ENSMUSG00000110006	Gm45490	8
ENSMUSG00000028911	Srsf4	4
ENSMUSG00000032320	Rcn2	9
ENSMUSG00000045257	Morn2	17
ENSMUSG00000099626	Gm28185	Y
ENSMUSG00000085250	Gm15234	3
ENSMUSG00000102108	Gm29037	Y
ENSMUSG00000110157	Gm32507	8
ENSMUSG00000046516	Cox17	16
ENSMUSG00000086434	Gm15200	10
ENSMUSG00000029227	Fip1l1	5
ENSMUSG00000032310	Cyp1a2	9
ENSMUSG00000082202	Gm4910	X
ENSMUSG00000002948	Map2k7	8
ENSMUSG00000112369	AC153964.2	10
ENSMUSG00000113043	Gm7753	12
ENSMUSG00000101916	Gm18501	12
ENSMUSG00000019785	Clvs2	10
ENSMUSG00000032113	Chek1	9
ENSMUSG00000083912	Gm5391	X
ENSMUSG00000110378	Gm45242	8
ENSMUSG00000110727	CT025619.1	9
ENSMUSG00000025521	Tmem192	8
ENSMUSG00000029648	Flt1	5
ENSMUSG00000113725	AC113441.2	12
ENSMUSG00000022664	Slc35a5	16
ENSMUSG00000104855	Gm43709	3
ENSMUSG00000024207	Acsbg2	17
ENSMUSG00000032384	Csnk1g1	9
ENSMUSG00000063779	Chil4	3
ENSMUSG00000082794	Gm6806	X
ENSMUSG00000104774	Gm8920	5
ENSMUSG00000075149	Olfr1138	2
ENSMUSG00000105299	Gm33847	5
ENSMUSG00000099394	Gm9142	7
ENSMUSG00000106696	Gm42729	5
ENSMUSG00000106767	Gm42727	5
ENSMUSG00000022803	Popdc2	16
ENSMUSG00000107158	Gm42728	5
ENSMUSG00000006057	Atp5g1	11
ENSMUSG00000068817	Olfr1140	2
ENSMUSG00000042650	Alkbh5	11
ENSMUSG00000029202	Pds5a	5
ENSMUSG00000063188	Olfr107	17
ENSMUSG00000092345	Gm20503	4
ENSMUSG00000038607	Gng10	4
ENSMUSG00000111543	Olfr1139-ps1	2
ENSMUSG00000085006	BC021767	3
ENSMUSG00000037470	Uggt1	1
ENSMUSG00000101769	Gm29356	Y
ENSMUSG00000114756	AC117949.1	18
ENSMUSG00000022905	Kpna1	16
ENSMUSG00000024566	Atp9b	18
ENSMUSG00000114343	AC168880.1	13
ENSMUSG00000078185	Chml	1
ENSMUSG00000102602	A930004J17Rik	4
ENSMUSG00000087635	Gm13414	2
ENSMUSG00000094105	Gm8922	5
ENSMUSG00000029832	Nfe2l3	6
ENSMUSG00000083013	Gm12978	4
ENSMUSG00000060807	Serpina6	12
ENSMUSG00000109476	Gm21034	7
ENSMUSG00000095464	Gm21987	16
ENSMUSG00000040809	Chil3	3
ENSMUSG00000085667	Gm12992	4
ENSMUSG00000070972	Dnajc25	4
ENSMUSG00000090087	Gm15939	10
ENSMUSG00000110117	Gm17990	7
ENSMUSG00000060459	Kng2	16
ENSMUSG00000104452	Ighv8-8	12
ENSMUSG00000112248	AC153964.1	10
ENSMUSG00000026525	Opn3	1
ENSMUSG00000083496	Gm11263	4
ENSMUSG00000111055	D030034A15Rik	10
ENSMUSG00000109172	Gm21035	7
ENSMUSG00000085634	Gm15290	13
ENSMUSG00000083495	Gm13877	2
ENSMUSG00000041782	Lad1	1
ENSMUSG00000082296	Gm11450	2
ENSMUSG00000084248	Gm11409	4
ENSMUSG00000067215	Usp51	X
ENSMUSG00000086870	Gm15288	13
ENSMUSG00000111877	Gm6477	10
ENSMUSG00000086030	Gm14255	2
ENSMUSG00000033021	Gmppa	1
ENSMUSG00000086649	Gm15286	13
ENSMUSG00000081275	Gm13875	2
ENSMUSG00000083567	Gm11451	2
ENSMUSG00000109173	Gm21036	7
ENSMUSG00000111008	Gm31562	10
ENSMUSG00000022119	Rbm26	14
ENSMUSG00000101478	Gm20859	Y
ENSMUSG00000097766	5730420D15Rik	10
ENSMUSG00000095889	Ighv1-58	12
ENSMUSG00000009646	Pla2g12b	10
ENSMUSG00000009566	Fpgs	2
ENSMUSG00000082179	Gm11407	4
ENSMUSG00000082514	Gm11452	2
ENSMUSG00000022838	Eaf2	16
ENSMUSG00000108666	Gm44538	7
ENSMUSG00000109202	Gm21037	7
ENSMUSG00000035805	Mlc1	15
ENSMUSG00000108492	Rpl18a-ps4	7
ENSMUSG00000033623	Pcgf3	5
ENSMUSG00000112725	AC167222.2	10
ENSMUSG00000082845	Gm13879	2
ENSMUSG00000022579	Gpihbp1	15
ENSMUSG00000107181	Gm17768	7
ENSMUSG00000112261	AC167222.1	10
ENSMUSG00000047238	Mageh1	X
ENSMUSG00000083643	Gm13876	2
ENSMUSG00000071952	Gm10351	7
ENSMUSG00000090277	Gm8338	1
ENSMUSG00000111183	AC153537.1	10
ENSMUSG00000103146	Gm37745	1
ENSMUSG00000108963	Gm16478	7
ENSMUSG00000100436	Gm29657	1
ENSMUSG00000085141	Gm13429	2
ENSMUSG00000091876	Gm3851	1
ENSMUSG00000109443	Gm45002	7
ENSMUSG00000020548	1700086D15Rik	11
ENSMUSG00000057135	Scimp	11
ENSMUSG00000016921	Srsf6	2
ENSMUSG00000100792	Gm29161	Y
ENSMUSG00000033389	Arhgap44	11
ENSMUSG00000099391	1700003C15Rik	5
ENSMUSG00000064194	Zfp936	7
ENSMUSG00000078125	Gm10916	14
ENSMUSG00000006288	Ttc5	14
ENSMUSG00000082014	Gm11371	13
ENSMUSG00000105364	Gm8924	5
ENSMUSG00000114161	AL606496.1	13
ENSMUSG00000084175	Gm11372	13
ENSMUSG00000097089	Gm26879	1
ENSMUSG00000103653	Gstp-ps	1
ENSMUSG00000084756	Gm13881	2
ENSMUSG00000083076	Gm11408	4
ENSMUSG00000102755	Gm37055	1
ENSMUSG00000083219	Gm11410	4
ENSMUSG00000083334	Gm13579	2
ENSMUSG00000037395	Rcor3	1
ENSMUSG00000028532	Cachd1	4
ENSMUSG00000023015	Racgap1	15
ENSMUSG00000030538	Cib1	7
ENSMUSG00000113010	Gm34084	13
ENSMUSG00000027247	Arhgap1	2
ENSMUSG00000020330	Hmmr	11
ENSMUSG00000003072	Atp5d	10
ENSMUSG00000028078	Dclk2	3
ENSMUSG00000107050	C030017G13Rik	5
ENSMUSG00000079444	Gm21981	17
ENSMUSG00000093950	Gm20823	Y
ENSMUSG00000090115	Usp49	17
ENSMUSG00000112450	Gm3619	10
ENSMUSG00000107927	Gm44090	6
ENSMUSG00000083957	Gm12742	4
ENSMUSG00000062981	Mrpl42	10
ENSMUSG00000030000	Add2	6
ENSMUSG00000007777	0610009B22Rik	11
ENSMUSG00000071179	Serpina16	12
ENSMUSG00000046085	4931422A03Rik	2
ENSMUSG00000039456	Morc3	16
ENSMUSG00000032698	Lmo2	2
ENSMUSG00000024209	1700061G19Rik	17
ENSMUSG00000113527	AC104832.1	12
ENSMUSG00000082303	Gm13633	2
ENSMUSG00000003068	Stk11	10
ENSMUSG00000060989	Gm11847	4
ENSMUSG00000003283	Hck	2
ENSMUSG00000085868	Gm13632	2
ENSMUSG00000022002	Erich6b	14
ENSMUSG00000085909	Gm11846	4
ENSMUSG00000083672	Kpna2-ps	17
ENSMUSG00000084880	Tomm6os	17
ENSMUSG00000026814	Eng	2
ENSMUSG00000092558	Med20	17
ENSMUSG00000022837	Iqcb1	16
ENSMUSG00000034893	Cog3	14
ENSMUSG00000075510	Fam187a	11
ENSMUSG00000020930	Ccdc103	11
ENSMUSG00000083197	Gm13581	2
ENSMUSG00000115813	AC167565.2	14
ENSMUSG00000086930	Frs3os	17
ENSMUSG00000101323	Gm21877	Y
ENSMUSG00000115691	AC167565.1	14
ENSMUSG00000081734	Gm12740	4
ENSMUSG00000054901	Arhgef33	17
ENSMUSG00000101326	Gm28835	Y
ENSMUSG00000021081	Serpina1f	12
ENSMUSG00000023266	Frs3	17
ENSMUSG00000110223	Gm45489	8
ENSMUSG00000064280	Ccdc146	5
ENSMUSG00000094107	Vmn2r47	7
ENSMUSG00000097044	4933433F19Rik	8
ENSMUSG00000086075	Gm15728	5
ENSMUSG00000109614	Gm45252	8
ENSMUSG00000048351	Coa7	4
ENSMUSG00000107704	Gm36355	6
ENSMUSG00000115193	AC121357.1	15
ENSMUSG00000039661	Dusp26	8
ENSMUSG00000115788	AC120553.1	15
ENSMUSG00000115129	AC158779.1	15
ENSMUSG00000085534	Gm2117	X
ENSMUSG00000106845	Gm43156	5
ENSMUSG00000092178	Gm45351	7
ENSMUSG00000090021	Gm6493	16
ENSMUSG00000101660	Gm18666	1
ENSMUSG00000107199	Gm42550	5
ENSMUSG00000078588	Ccdc24	4
ENSMUSG00000107065	Gm43155	5
ENSMUSG00000061578	Ksr2	5
ENSMUSG00000101466	Gm29548	Y
ENSMUSG00000068631	Gm7676	8
ENSMUSG00000030447	Cyfip1	7
ENSMUSG00000029649	Pomp	5
ENSMUSG00000115421	AC093022.2	14
ENSMUSG00000115015	AC093022.1	14
ENSMUSG00000038418	Egr1	18
ENSMUSG00000101614	Gm29547	Y
ENSMUSG00000082820	Gm13803	2
ENSMUSG00000080802	Gm13804	2
ENSMUSG00000059816	Fam159a	4
ENSMUSG00000082862	Gm13806	2
ENSMUSG00000107583	Gm44104	6
ENSMUSG00000033475	Tomm6	17
ENSMUSG00000093559	Gm20705	6
ENSMUSG00000080845	Gm9115	X
ENSMUSG00000102558	Gm37571	1
ENSMUSG00000082370	Gm12313	11
ENSMUSG00000093661	Eif4e3	6
ENSMUSG00000094205	Gm8926	5
ENSMUSG00000103771	Gm36934	1
ENSMUSG00000103717	Gm38038	1
ENSMUSG00000101186	Gm29235	2
ENSMUSG00000081716	Gm14839	X
ENSMUSG00000100307	Gm29546	Y
ENSMUSG00000039899	Fgl2	5
ENSMUSG00000080814	Gm12314	11
ENSMUSG00000033671	Cep350	1
ENSMUSG00000101882	Gm29545	Y
ENSMUSG00000115526	AC130713.1	15
ENSMUSG00000115365	AC158779.2	15
ENSMUSG00000026888	Grb14	2
ENSMUSG00000115284	AC160550.2	15
ENSMUSG00000084313	Gm13809	2
ENSMUSG00000038879	Nipal2	15
ENSMUSG00000032315	Cyp1a1	9
ENSMUSG00000115586	AC103672.3	15
ENSMUSG00000022313	Utp23	15
ENSMUSG00000027180	Fbxo3	2
ENSMUSG00000028597	Gpx7	4
ENSMUSG00000105275	Gm43214	5
ENSMUSG00000035576	L3mbtl1	2
ENSMUSG00000104920	Gm43215	5
ENSMUSG00000110711	Gm45760	8
ENSMUSG00000038365	Fbxo25	8
ENSMUSG00000105748	Gm43088	3
ENSMUSG00000031672	Got2	8
ENSMUSG00000041523	Upk2	9
ENSMUSG00000074212	Dnajb14	3
ENSMUSG00000082259	Gm13808	2
ENSMUSG00000031266	Gla	X
ENSMUSG00000023984	Gm20517	17
ENSMUSG00000107079	Gm35648	5
ENSMUSG00000037784	Dzip1l	9
ENSMUSG00000103394	Gm10152	7
ENSMUSG00000099585	Gm29544	Y
ENSMUSG00000109009	Gm44929	7
ENSMUSG00000083935	Gm12294	11
ENSMUSG00000101182	Gm29209	Y
ENSMUSG00000101668	Gm29549	Y
ENSMUSG00000029650	Slc46a3	5
ENSMUSG00000096549	Prickle4	17
ENSMUSG00000109442	Gm34964	7
ENSMUSG00000020549	Elac2	11
ENSMUSG00000036932	Aifm1	X
ENSMUSG00000108874	Gm9711	7
ENSMUSG00000066964	Tmem211	5
ENSMUSG00000041406	BC055324	1
ENSMUSG00000112263	AC134537.2	12
ENSMUSG00000081108	Gm4234	X
ENSMUSG00000112288	AC134537.3	12
ENSMUSG00000015468	Notch4	17
ENSMUSG00000083680	Gm9119	X
ENSMUSG00000021131	Erh	12
ENSMUSG00000031074	Fgf3	7
ENSMUSG00000105460	Gm42671	3
ENSMUSG00000068877	Selenbp2	3
ENSMUSG00000005087	Cd44	2
ENSMUSG00000091237	Gm17114	4
ENSMUSG00000046519	Golph3l	3
ENSMUSG00000055368	Slc6a2	8
ENSMUSG00000082671	Gm14006	2
ENSMUSG00000081829	Gm15460	3
ENSMUSG00000024743	Syt7	19
ENSMUSG00000102837	Gm37383	1
ENSMUSG00000085565	Gm15721	5
ENSMUSG00000106629	Gm40155	3
ENSMUSG00000104819	4930515G16Rik	6
ENSMUSG00000029797	Sspo	6
ENSMUSG00000082350	Gm14008	2
ENSMUSG00000096745	Gm12622	11
ENSMUSG00000115341	AC103672.1	15
ENSMUSG00000104931	Igkv1-136	6
ENSMUSG00000087362	Gm13710	2
ENSMUSG00000113246	Gm36752	12
ENSMUSG00000032212	Sltm	9
ENSMUSG00000020056	Washc3	10
ENSMUSG00000061833	Gm6311	13
ENSMUSG00000084273	Gm12628	11
ENSMUSG00000024360	Etf1	18
ENSMUSG00000104578	Gm8929	5
ENSMUSG00000093924	Gm12623	11
ENSMUSG00000023262	Acy1	9
ENSMUSG00000074812	Spdye4c	2
ENSMUSG00000105479	Gm43132	5
ENSMUSG00000029651	Mtus2	5
ENSMUSG00000048833	Slc39a9	12
ENSMUSG00000096336	Igkv1-135	6
ENSMUSG00000104014	4930562F17Rik	1
ENSMUSG00000022761	Lztr1	16
ENSMUSG00000087460	4930401O12Rik	13
ENSMUSG00000091509	Gm17066	14
ENSMUSG00000042389	Tsen2	6
ENSMUSG00000021590	Spata9	13
ENSMUSG00000029663	Gngt1	6
ENSMUSG00000115528	AC103672.2	15
ENSMUSG00000109742	Gm45558	7
ENSMUSG00000094280	Vmn2r-ps51	7
ENSMUSG00000100657	Gm28862	7
ENSMUSG00000087226	Gm14015	2
ENSMUSG00000115047	AC131068.1	15
ENSMUSG00000037022	Mmaa	8
ENSMUSG00000115079	AC131068.2	15
ENSMUSG00000101234	1700007E05Rik	16
ENSMUSG00000115198	AC131068.3	15
ENSMUSG00000090855	Gm17219	7
ENSMUSG00000038371	Sbf2	7
ENSMUSG00000061992	Gm4953	1
ENSMUSG00000024116	Prss21	17
ENSMUSG00000087662	Gm11373	13
ENSMUSG00000034620	Tmem5	10
ENSMUSG00000104169	Gm7430	1
ENSMUSG00000031290	Lrch2	X
ENSMUSG00000105383	Gm42641	9
ENSMUSG00000100513	Rpl23a-ps11	7
ENSMUSG00000097316	Gm10516	1
ENSMUSG00000042492	Tbc1d10b	7
ENSMUSG00000032766	Gng11	6
ENSMUSG00000078757	Scgb1b29	7
ENSMUSG00000026637	Traf5	1
ENSMUSG00000107165	Gm43747	5
ENSMUSG00000098185	Gm9146	7
ENSMUSG00000046610	Oacyl	18
ENSMUSG00000074781	Ube2n	10
ENSMUSG00000028889	Yrdc	4
ENSMUSG00000092568	Olfr759-ps1	17
ENSMUSG00000070003	Ssbp4	8
ENSMUSG00000100751	Gm5116	7
ENSMUSG00000082191	Gm5166	X
ENSMUSG00000085620	G630018N14Rik	13
ENSMUSG00000100776	Gm18254	7
ENSMUSG00000030742	Lat	7
ENSMUSG00000020482	Ccdc117	11
ENSMUSG00000025646	Atrip	9
ENSMUSG00000067562	Dmrtc1c1	X
ENSMUSG00000114891	AC117949.2	18
ENSMUSG00000114406	AC168880.2	13
ENSMUSG00000100230	Gm28650	1
ENSMUSG00000087140	Gm11376	13
ENSMUSG00000114684	AC164297.4	13
ENSMUSG00000011179	Odc1	12
ENSMUSG00000113144	Gm2754	12
ENSMUSG00000074004	B3gnt6	7
ENSMUSG00000097483	Gm26806	13
ENSMUSG00000113171	AC113441.1	12
ENSMUSG00000107965	Gm44259	6
ENSMUSG00000110862	Gm35835	9
ENSMUSG00000107681	4930528H21Rik	6
ENSMUSG00000101283	Gm29314	Y
ENSMUSG00000067702	Tuba3a	6
ENSMUSG00000100907	Gm29310	Y
ENSMUSG00000101960	Gm29311	Y
ENSMUSG00000042826	Fgf11	11
ENSMUSG00000028890	Mtf1	4
ENSMUSG00000060613	Cyp2c70	19
ENSMUSG00000020932	Gfap	11
ENSMUSG00000074892	B3galt5	16
ENSMUSG00000099472	Gm29539	1
ENSMUSG00000033227	Wnt6	1
ENSMUSG00000082504	Gm15003	X
ENSMUSG00000108129	4930417O13Rik	6
ENSMUSG00000095702	Gm15005	X
ENSMUSG00000106248	Gm9728	6
ENSMUSG00000082421	Gm15004	X
ENSMUSG00000080789	Gm14007	2
ENSMUSG00000109931	Gm39929	2
ENSMUSG00000092406	Gm20462	17
ENSMUSG00000064289	Tank	2
ENSMUSG00000105464	Rpl18a-ps2	6
ENSMUSG00000082215	Gm14314	2
ENSMUSG00000094437	Gm9830	9
ENSMUSG00000104883	Igkv14-134-1	6
ENSMUSG00000086629	2810403D21Rik	X
ENSMUSG00000044550	Tceal3	X
ENSMUSG00000092477	Gm18808	17
ENSMUSG00000114777	AC164297.6	13
ENSMUSG00000045515	Pou3f3	1
ENSMUSG00000026584	Scyl3	1
ENSMUSG00000114685	AC164297.5	13
ENSMUSG00000095179	Gm21638	Y
ENSMUSG00000049734	Trex1	9
ENSMUSG00000100386	Scgb2b13-ps	7
ENSMUSG00000018479	1700125H20Rik	11
ENSMUSG00000114434	AC164297.2	13
ENSMUSG00000026867	Gapvd1	2
ENSMUSG00000029388	Eif2b1	5
ENSMUSG00000114645	AC164297.3	13
ENSMUSG00000050917	Fgf4	7
ENSMUSG00000097063	Pantr2	1
ENSMUSG00000097174	Gm4890	8
ENSMUSG00000101917	Gm29312	Y
ENSMUSG00000093436	Gm20646	1
ENSMUSG00000114426	AC164297.1	13
ENSMUSG00000042763	Maneal	4
ENSMUSG00000101205	Gm29308	Y
ENSMUSG00000093681	Vmn2r-ps52	7
ENSMUSG00000110980	AC122428.2	9
ENSMUSG00000114262	AC124569.1	13
ENSMUSG00000095248	Olfr681	7
ENSMUSG00000110003	Gm45403	7
ENSMUSG00000047880	Cxcr5	9
ENSMUSG00000082162	Gm14701	X
ENSMUSG00000115004	AC130477.1	15
ENSMUSG00000001017	Chtop	3
ENSMUSG00000095914	Vmn2r48	7
ENSMUSG00000078570	1110065P20Rik	4
ENSMUSG00000002249	Tead3	17
ENSMUSG00000108977	Gm39119	7
ENSMUSG00000031073	Fgf15	7
ENSMUSG00000091268	Igkv17-134	6
ENSMUSG00000026102	Inpp1	1
ENSMUSG00000087225	Gm14014	2
ENSMUSG00000085218	BB218582	2
ENSMUSG00000021913	Ogdhl	14
ENSMUSG00000060380	C030014I23Rik	9
ENSMUSG00000004980	Hnrnpa2b1	6
ENSMUSG00000096363	Gm12621	11
ENSMUSG00000115048	AC130477.2	15
ENSMUSG00000095680	Gm12627	11
ENSMUSG00000043190	Rfesd	13
ENSMUSG00000094036	Gm6465	5
ENSMUSG00000115431	AC160930.2	14
ENSMUSG00000111312	AC122428.3	9
ENSMUSG00000095291	Gm12613	11
ENSMUSG00000096999	Gm26793	7
ENSMUSG00000043681	Fam25c	14
ENSMUSG00000063382	Bcl9l	9
ENSMUSG00000096088	Gm12614	11
ENSMUSG00000081748	Gm14870	X
ENSMUSG00000096483	Gm12615	11
ENSMUSG00000059768	Olfr682-ps1	7
